query_id,subject_id,percent_identity,alignment_length,mismatches,gap_openings,query_start,query_end,subject_start,subject_end,evalue,bit_score,query_length,subject_length,direction,coverage,normalized_bitscore
WP_009544970.1,BDA39570.1,67.3,248,81,0,47,294,47,294,1.06e-117,336.0,296,296,crocosphaera -> ucyna,0.8378378378378378,1.3548387096774193
WP_009544966.1,BDA39483.1,67.8,970,311,1,1,970,1,969,0.0,1286.0,970,969,crocosphaera -> ucyna,1.0,1.3257731958762886
WP_009544965.1,BDA39435.1,47.8,312,140,4,3,293,4,313,3.42e-81,244.0,297,318,crocosphaera -> ucyna,0.9811320754716981,0.782051282051282
WP_009544961.1,BDA39713.1,63.6,231,82,2,1,229,1,231,2.0099999999999997e-104,297.0,229,231,crocosphaera -> ucyna,1.0,1.2857142857142858
WP_009544959.1,BDA39712.1,67.2,67,22,0,1,67,1,67,1.95e-25,85.1,74,68,crocosphaera -> ucyna,0.9054054054054054,1.2701492537313432
WP_009544958.1,BDA39711.1,53.4,206,90,1,4,209,4,203,6.2400000000000005e-80,233.0,209,203,crocosphaera -> ucyna,0.9856459330143541,1.1310679611650485
WP_009544954.1,BDA39226.1,73.3,588,152,3,20,603,4,590,8.67e-302,827.0,604,591,crocosphaera -> ucyna,0.9735099337748344,1.4064625850340136
WP_009544951.1,BDA39225.1,79.6,363,72,1,1,363,1,361,1.6e-186,516.0,378,368,crocosphaera -> ucyna,0.9603174603174603,1.421487603305785
WP_009544949.1,BDA40145.1,35.4,477,300,5,521,993,100,572,6.32e-84,278.0,997,580,crocosphaera -> ucyna,0.47843530591775324,0.5828092243186582
WP_009544945.1,BDA39831.1,69.2,432,133,0,1,432,1,432,2.5600000000000002e-210,582.0,432,432,crocosphaera -> ucyna,1.0,1.3472222222222223
WP_009544944.1,BDA39289.1,40.0,105,57,3,215,318,391,490,4.45e-15,70.9,320,494,crocosphaera -> ucyna,0.2125506072874494,0.6752380952380953
WP_009544943.1,BDA40283.1,64.4,329,117,0,3,331,2,330,2.7700000000000002e-157,439.0,331,333,crocosphaera -> ucyna,0.987987987987988,1.3343465045592706
WP_009544942.1,BDA39925.1,24.5,339,210,14,31,341,29,349,1.24e-12,63.9,411,372,crocosphaera -> ucyna,0.8248175182481752,0.18849557522123894
WP_009544941.1,BDA39358.1,28.8,118,76,3,4,115,3,118,2.13e-08,50.1,341,308,crocosphaera -> ucyna,0.3460410557184751,0.4245762711864407
WP_024750307.1,BDA39988.1,27.1,218,131,6,2,197,3,214,1.24e-13,63.2,210,246,crocosphaera -> ucyna,0.8861788617886179,0.28990825688073396
WP_009544938.1,BDA39212.1,27.9,455,294,8,309,734,163,612,1.4e-39,151.0,744,759,crocosphaera -> ucyna,0.5994729907773386,0.33186813186813185
WP_009544934.1,BDA40218.1,69.3,137,39,1,1,134,1,137,1.23e-63,186.0,139,137,crocosphaera -> ucyna,0.9856115107913669,1.3576642335766422
WP_009544933.1,BDA40219.1,74.5,310,79,0,1,310,1,310,4.7799999999999995e-171,472.0,311,311,crocosphaera -> ucyna,0.9967845659163987,1.5225806451612902
WP_009544932.1,BDA40220.1,66.4,497,152,2,1,497,1,482,5.629999999999999e-242,667.0,518,484,crocosphaera -> ucyna,0.9594594594594594,1.3420523138832998
WP_009544930.1,BDA39212.1,30.5,397,242,10,364,745,360,737,7.12e-37,144.0,848,759,crocosphaera -> ucyna,0.4681603773584906,0.36272040302267
WP_009544929.1,BDA39988.1,42.5,127,72,1,14,139,4,130,9.17e-27,101.0,329,246,crocosphaera -> ucyna,0.3860182370820669,0.7952755905511811
WP_009544927.1,BDA39807.1,69.8,262,79,0,9,270,9,270,2.22e-136,381.0,272,273,crocosphaera -> ucyna,0.9597069597069597,1.4541984732824427
WP_341476155.1,BDA39808.1,85.5,612,89,0,7,618,124,735,0.0,1073.0,618,735,crocosphaera -> ucyna,0.8326530612244898,1.7532679738562091
WP_009544919.1,BDA39785.1,63.9,546,195,1,1,546,1,544,2.3300000000000004e-252,697.0,548,546,crocosphaera -> ucyna,0.9963503649635036,1.2765567765567765
WP_009544915.1,BDA39596.1,45.7,94,51,0,8,101,10,103,6.349999999999999e-30,99.0,105,107,crocosphaera -> ucyna,0.8785046728971962,1.053191489361702
WP_009544914.1,BDA39884.1,71.9,488,136,1,1,488,1,487,3.1099999999999997e-277,756.0,503,492,crocosphaera -> ucyna,0.9701789264413518,1.5491803278688525
WP_009544913.1,BDA39885.1,76.9,26,6,0,30,55,35,60,1.35e-12,51.6,55,60,crocosphaera -> ucyna,0.43333333333333335,1.9846153846153847
WP_009544908.1,BDA40100.1,30.5,95,60,3,59,150,205,296,0.000748,37.0,500,431,crocosphaera -> ucyna,0.19,0.3894736842105263
WP_009544904.1,BDA39642.1,66.3,83,28,0,1,83,1,83,5.79e-39,120.0,90,86,crocosphaera -> ucyna,0.9222222222222223,1.4457831325301205
WP_009544901.1,BDA39358.1,30.0,120,73,4,220,333,3,117,3.56e-07,47.8,704,308,crocosphaera -> ucyna,0.17045454545454544,0.3983333333333333
WP_009544898.1,BDA39887.1,63.8,340,121,1,6,343,6,345,7.769999999999999e-152,426.0,346,345,crocosphaera -> ucyna,0.9826589595375722,1.2529411764705882
WP_024750312.1,BDA39641.1,95.2,167,8,0,1,167,1,167,1.78e-111,310.0,167,167,crocosphaera -> ucyna,1.0,1.8562874251497006
WP_009544896.1,BDA40221.1,77.7,197,44,0,1,197,1,197,3.55e-113,317.0,199,199,crocosphaera -> ucyna,0.9899497487437185,1.6091370558375635
WP_009544893.1,BDA40222.1,71.6,250,71,0,1,250,1,250,1.8300000000000002e-122,344.0,251,251,crocosphaera -> ucyna,0.9960159362549801,1.376
WP_009544884.1,BDA40145.1,34.9,499,307,7,104,598,88,572,6.33e-85,272.0,604,580,crocosphaera -> ucyna,0.8261589403973509,0.5450901803607214
WP_009544879.1,BDA39916.1,33.3,192,115,5,6,184,23,214,4.42e-24,90.1,188,217,crocosphaera -> ucyna,0.8847926267281107,0.4692708333333333
WP_009544878.1,BDA40223.1,44.1,780,434,1,1,778,1,780,2.06e-226,650.0,781,781,crocosphaera -> ucyna,0.998719590268886,0.8333333333333334
WP_009544877.1,BDA40338.1,75.0,128,32,0,68,195,54,181,1.06e-74,218.0,195,181,crocosphaera -> ucyna,0.6564102564102564,1.703125
WP_009544876.1,BDA40339.1,61.4,236,87,1,1,232,1,236,1.03e-101,290.0,232,236,crocosphaera -> ucyna,1.0,1.228813559322034
WP_009544874.1,BDA39918.1,49.8,251,118,4,10,257,6,251,1.86e-74,223.0,257,258,crocosphaera -> ucyna,0.9728682170542635,0.8884462151394422
WP_009544872.1,BDA39766.1,72.2,371,103,0,5,375,1,371,1.29e-190,527.0,376,371,crocosphaera -> ucyna,0.9867021276595744,1.4204851752021563
WP_009544866.1,BDA39307.1,57.4,585,249,0,1,585,1,585,1.45e-212,600.0,588,586,crocosphaera -> ucyna,0.9948979591836735,1.0256410256410255
WP_009544865.1,BDA39361.1,21.8,285,201,7,321,587,59,339,3.99e-07,47.8,668,362,crocosphaera -> ucyna,0.42664670658682635,0.16771929824561402
WP_009544864.1,BDA39383.1,30.2,106,72,1,345,448,21,126,6.89e-09,51.6,493,227,crocosphaera -> ucyna,0.2150101419878296,0.4867924528301887
WP_009544860.1,BDA39306.1,67.0,91,30,0,1,91,1,91,6.24e-42,128.0,91,91,crocosphaera -> ucyna,1.0,1.4065934065934067
WP_009544855.1,BDA40119.1,25.1,179,126,3,29,206,32,203,7.17e-13,62.4,276,261,crocosphaera -> ucyna,0.6485507246376812,0.34860335195530723
WP_009544852.1,BDA39671.1,79.5,644,131,1,1,643,1,644,0.0,1035.0,646,645,crocosphaera -> ucyna,0.9969040247678018,1.6071428571428572
WP_009544850.1,BDA39670.1,63.1,507,185,1,18,522,5,511,9.310000000000001e-227,630.0,527,515,crocosphaera -> ucyna,0.9620493358633776,1.242603550295858
WP_009544849.1,BDA39669.1,61.9,514,196,0,1,514,1,514,2.47e-229,637.0,518,515,crocosphaera -> ucyna,0.9922779922779923,1.2392996108949417
WP_009544848.1,BDA39668.1,54.6,520,230,2,1,520,1,514,1.4299999999999999e-189,536.0,520,514,crocosphaera -> ucyna,1.0,1.0307692307692307
WP_009544846.1,BDA39667.1,81.9,623,113,0,8,630,8,630,0.0,1055.0,634,633,crocosphaera -> ucyna,0.9826498422712934,1.6934189406099518
WP_009544843.1,BDA39454.1,27.2,305,170,9,103,387,113,385,9.81e-19,84.7,531,639,crocosphaera -> ucyna,0.47730829420970267,0.2777049180327869
WP_009544842.1,BDA39673.1,83.9,323,52,0,1,323,1,323,9.45e-191,523.0,323,323,crocosphaera -> ucyna,1.0,1.6191950464396285
WP_009544841.1,BDA39674.1,64.8,264,93,0,1,264,1,264,4.29e-124,351.0,281,281,crocosphaera -> ucyna,0.9395017793594306,1.3295454545454546
WP_024750314.1,BDA39675.1,75.4,463,110,3,1,461,1,461,1.3899999999999998e-225,623.0,463,463,crocosphaera -> ucyna,1.0,1.345572354211663
WP_009544835.1,BDA39786.1,80.0,90,18,0,1,90,1,90,7.84e-50,148.0,99,94,crocosphaera -> ucyna,0.9090909090909091,1.6444444444444444
WP_009544834.1,BDA39787.1,87.5,265,33,0,1,265,1,265,7.85e-161,442.0,265,265,crocosphaera -> ucyna,1.0,1.6679245283018869
WP_009544833.1,BDA39788.1,69.5,249,76,0,18,266,20,268,2.97e-127,358.0,272,273,crocosphaera -> ucyna,0.9120879120879121,1.4377510040160641
WP_009544832.1,BDA39193.1,67.3,217,71,0,3,219,1,217,5.97e-108,305.0,219,220,crocosphaera -> ucyna,0.9863636363636363,1.4055299539170507
WP_009544831.1,BDA39343.1,35.0,80,47,3,7,82,5,83,9.01e-05,39.3,384,375,crocosphaera -> ucyna,0.20833333333333334,0.49124999999999996
WP_009544829.1,BDA39719.1,20.5,278,187,6,22,280,18,280,8.01e-09,50.8,291,291,crocosphaera -> ucyna,0.9553264604810997,0.18273381294964028
WP_279327073.1,BDA40112.1,22.6,186,126,6,5,175,5,187,1.16e-06,44.7,291,473,crocosphaera -> ucyna,0.39323467230443976,0.2403225806451613
WP_009544823.1,BDA39837.1,77.1,323,74,0,1,323,1,323,5.21e-179,493.0,324,323,crocosphaera -> ucyna,0.9969135802469136,1.5263157894736843
WP_009544819.1,BDA39838.1,69.2,211,65,0,1,211,1,211,3.87e-118,331.0,233,215,crocosphaera -> ucyna,0.9055793991416309,1.5687203791469195
WP_009544815.1,BDA40320.1,27.6,387,238,12,9,353,13,399,1.7600000000000001e-29,116.0,483,534,crocosphaera -> ucyna,0.7247191011235955,0.2997416020671835
WP_009544811.1,BDA39839.1,63.3,264,97,0,4,267,4,267,8.31e-115,327.0,270,274,crocosphaera -> ucyna,0.9635036496350365,1.2386363636363635
WP_009544809.1,BDA39533.1,82.2,337,60,0,1,337,1,337,9.14e-224,608.0,338,338,crocosphaera -> ucyna,0.9970414201183432,1.804154302670623
WP_009544808.1,BDA39907.1,65.9,208,71,0,1,208,1,208,5.11e-92,264.0,209,208,crocosphaera -> ucyna,0.9952153110047847,1.2692307692307692
WP_009544804.1,BDA40326.1,29.5,112,76,1,20,131,8,116,1.83e-11,55.5,148,243,crocosphaera -> ucyna,0.4609053497942387,0.4955357142857143
WP_009544802.1,BDA40304.1,24.1,249,164,5,2,244,3,232,9.96e-14,63.9,244,232,crocosphaera -> ucyna,1.0204918032786885,0.25662650602409637
WP_009544801.1,BDA39212.1,33.8,237,150,4,168,398,379,614,5.64e-37,138.0,403,759,crocosphaera -> ucyna,0.31225296442687744,0.5822784810126582
WP_009544800.1,BDA40082.1,29.8,275,179,8,86,353,119,386,4.09e-24,97.4,353,387,crocosphaera -> ucyna,0.710594315245478,0.3541818181818182
WP_009544795.1,BDA39908.1,46.4,112,55,1,1,107,1,112,9.800000000000001e-26,88.6,107,112,crocosphaera -> ucyna,1.0,0.7910714285714285
WP_009544793.1,BDA39909.1,55.9,170,75,0,17,186,9,178,1.04e-67,201.0,197,179,crocosphaera -> ucyna,0.8629441624365483,1.1823529411764706
WP_009544790.1,BDA39652.1,86.2,189,26,0,1,189,1,189,1.57e-118,329.0,189,189,crocosphaera -> ucyna,1.0,1.7407407407407407
WP_009544789.1,BDA39653.1,59.1,110,45,0,1,110,1,110,5.1899999999999997e-45,137.0,110,110,crocosphaera -> ucyna,1.0,1.2454545454545454
WP_009544787.1,BDA39654.1,68.4,291,92,0,1,291,1,291,2.97e-145,406.0,305,303,crocosphaera -> ucyna,0.9540983606557377,1.395189003436426
WP_009544785.1,BDA39666.1,29.9,107,74,1,42,148,90,195,1.17e-07,46.2,204,312,crocosphaera -> ucyna,0.34294871794871795,0.43177570093457945
WP_024750316.1,BDA39990.1,60.2,824,324,3,9,831,1,821,0.0,988.0,831,821,crocosphaera -> ucyna,0.9915764139590855,1.1990291262135921
WP_009544778.1,BDA39610.1,49.8,711,292,12,1,683,1,674,6.1e-199,572.0,683,674,crocosphaera -> ucyna,1.0409956076134699,0.8045007032348804
WP_009544774.1,BDA39390.1,73.2,455,118,1,1,455,1,451,3.7799999999999997e-249,682.0,456,452,crocosphaera -> ucyna,0.9978070175438597,1.498901098901099
WP_009544773.1,BDA39389.1,92.1,509,40,0,1,509,1,509,0.0,962.0,509,509,crocosphaera -> ucyna,1.0,1.8899803536345776
WP_009544765.1,BDA40323.1,24.4,770,478,16,297,1064,211,878,2.3299999999999997e-46,175.0,1104,885,crocosphaera -> ucyna,0.697463768115942,0.22727272727272727
WP_009544763.1,BDA39212.1,30.8,227,147,3,145,361,385,611,2.73e-31,120.0,364,759,crocosphaera -> ucyna,0.29907773386034253,0.5286343612334802
WP_009544760.1,BDA39663.1,29.2,346,218,12,1,328,1,337,4.36e-32,119.0,357,387,crocosphaera -> ucyna,0.8940568475452196,0.3439306358381503
WP_009544758.1,BDA39714.1,24.7,454,211,13,5,418,9,371,2.4199999999999998e-24,99.8,430,422,crocosphaera -> ucyna,1.0558139534883721,0.2198237885462555
WP_009544754.1,BDA40076.1,26.5,238,156,7,412,643,10,234,3e-15,71.2,657,242,crocosphaera -> ucyna,0.3622526636225266,0.2991596638655462
WP_009544752.1,BDA39643.1,32.7,220,141,3,15,234,21,233,1.25e-27,104.0,249,366,crocosphaera -> ucyna,0.6010928961748634,0.4727272727272727
WP_009544749.1,BDA39462.1,29.3,324,214,4,6,329,3,311,8.36e-41,145.0,332,525,crocosphaera -> ucyna,0.6171428571428571,0.44753086419753085
WP_009544746.1,BDA40093.1,68.9,280,87,0,12,291,13,292,1.06e-138,389.0,295,295,crocosphaera -> ucyna,0.9491525423728814,1.3892857142857142
WP_009544744.1,BDA39543.1,28.4,208,142,4,27,232,184,386,1.59e-15,70.9,258,421,crocosphaera -> ucyna,0.49406175771971494,0.3408653846153846
WP_009544742.1,BDA40092.1,78.3,387,84,0,1,387,1,387,5.4299999999999995e-236,643.0,387,387,crocosphaera -> ucyna,1.0,1.6614987080103358
WP_009544741.1,BDA39470.1,72.7,417,114,0,1,417,1,417,1.6100000000000001e-215,593.0,417,417,crocosphaera -> ucyna,1.0,1.4220623501199041
WP_024750318.1,BDA39469.1,67.1,234,77,0,3,236,2,235,5.44e-119,335.0,243,238,crocosphaera -> ucyna,0.9629629629629629,1.4316239316239316
WP_009544732.1,BDA39830.1,95.0,179,9,0,1,179,1,179,2.37e-115,320.0,179,179,crocosphaera -> ucyna,1.0,1.7877094972067038
WP_035857453.1,BDA40324.1,54.5,112,50,1,1,111,1,112,8.579999999999999e-40,124.0,111,112,crocosphaera -> ucyna,1.0,1.1071428571428572
WP_009544721.1,BDA40323.1,72.3,876,241,2,1,874,1,876,0.0,1170.0,884,885,crocosphaera -> ucyna,0.9898305084745763,1.3356164383561644
WP_009544719.1,BDA40322.1,56.8,155,67,0,2,156,8,162,2.2099999999999997e-61,182.0,161,163,crocosphaera -> ucyna,0.950920245398773,1.1741935483870967
WP_009544717.1,BDA40222.1,39.5,248,139,6,9,251,8,249,1.59e-41,138.0,255,251,crocosphaera -> ucyna,0.9725490196078431,0.5564516129032258
WP_009544716.1,BDA40321.1,62.4,157,59,0,1,157,1,157,2.12e-74,215.0,160,158,crocosphaera -> ucyna,0.98125,1.3694267515923566
WP_009544711.1,BDA39356.1,49.8,456,224,3,9,462,3,455,2.99e-134,391.0,468,463,crocosphaera -> ucyna,0.9743589743589743,0.8574561403508771
WP_009544709.1,BDA39197.1,61.4,319,123,0,1,319,1,319,8.480000000000001e-144,404.0,323,319,crocosphaera -> ucyna,0.9876160990712074,1.2664576802507836
WP_009544705.1,BDA39194.1,77.7,413,90,2,1,411,1,413,4.64e-245,668.0,411,413,crocosphaera -> ucyna,1.0,1.6174334140435835
WP_009544704.1,BDA39209.1,21.8,679,387,18,193,848,209,766,3.66e-17,81.6,998,772,crocosphaera -> ucyna,0.6803607214428857,0.12017673048600883
WP_009544703.1,BDA40147.1,26.3,418,262,17,11,397,4,406,1.1e-26,105.0,397,414,crocosphaera -> ucyna,1.0096618357487923,0.2511961722488038
WP_009544701.1,BDA39896.1,73.4,979,259,1,6,983,6,984,0.0,1509.0,985,986,crocosphaera -> ucyna,0.9929006085192698,1.5413687436159347
WP_009544700.1,BDA39854.1,55.6,36,16,0,12,47,8,43,3.35e-05,41.6,570,480,crocosphaera -> ucyna,0.06315789473684211,1.1555555555555557
WP_009544699.1,BDA39212.1,24.4,176,107,4,62,219,183,350,8.18e-07,47.4,685,759,crocosphaera -> ucyna,0.2318840579710145,0.2693181818181818
WP_009544698.1,BDA39318.1,34.3,172,112,1,339,510,34,204,1.8000000000000002e-29,113.0,597,272,crocosphaera -> ucyna,0.288107202680067,0.6569767441860465
WP_009544697.1,BDA39635.1,73.9,379,99,0,1,379,1,379,4.439999999999999e-199,549.0,380,380,crocosphaera -> ucyna,0.9973684210526316,1.4485488126649078
WP_009544696.1,BDA39319.1,58.1,172,66,2,1,172,1,166,9.22e-63,188.0,195,177,crocosphaera -> ucyna,0.882051282051282,1.0930232558139534
WP_009544691.1,BDA39770.1,26.2,122,68,5,180,296,154,258,0.000192,37.7,334,289,crocosphaera -> ucyna,0.3652694610778443,0.309016393442623
WP_009544690.1,BDA40211.1,64.7,547,187,4,2,547,3,544,4.87e-254,702.0,551,552,crocosphaera -> ucyna,0.9909420289855072,1.283363802559415
WP_009544687.1,BDA39299.1,73.9,314,82,0,1,314,1,314,1.04e-164,456.0,314,314,crocosphaera -> ucyna,1.0,1.4522292993630572
WP_009544686.1,BDA40326.1,35.8,109,66,2,792,900,2,106,2.54e-14,69.3,1084,243,crocosphaera -> ucyna,0.10055350553505535,0.6357798165137615
WP_009544683.1,BDA39597.1,65.8,421,144,0,1,421,1,421,1.66e-191,533.0,421,422,crocosphaera -> ucyna,0.9976303317535545,1.2660332541567696
WP_024750321.1,BDA39293.1,42.2,294,121,7,1,285,1,254,5.800000000000001e-63,202.0,395,364,crocosphaera -> ucyna,0.7443037974683544,0.6870748299319728
WP_009544680.1,BDA39294.1,65.3,216,75,0,1,216,1,216,8.03e-102,289.0,216,216,crocosphaera -> ucyna,1.0,1.337962962962963
WP_009544678.1,BDA39974.1,72.5,367,92,2,1,366,1,359,1.79e-194,536.0,366,359,crocosphaera -> ucyna,1.0027322404371584,1.4604904632152589
WP_009544677.1,BDA39376.1,65.3,525,176,3,62,583,28,549,2.26e-262,724.0,583,549,crocosphaera -> ucyna,0.9005145797598628,1.379047619047619
WP_009544671.1,BDA40239.1,26.3,99,60,3,14,104,286,379,0.000141,35.0,113,390,crocosphaera -> ucyna,0.25384615384615383,0.35353535353535354
WP_009544668.1,BDA40009.1,70.9,127,37,0,1,127,1,127,9.750000000000001e-65,189.0,133,131,crocosphaera -> ucyna,0.9548872180451128,1.4881889763779528
WP_009544665.1,BDA39167.1,24.0,221,151,7,72,285,105,315,8.4e-12,60.1,301,319,crocosphaera -> ucyna,0.6927899686520376,0.2719457013574661
WP_009544664.1,BDA39895.1,27.3,88,54,2,34,111,19,106,0.000849,35.8,317,376,crocosphaera -> ucyna,0.23404255319148937,0.4068181818181818
WP_009544654.1,BDA40116.1,28.2,209,123,8,38,222,10,215,8.9e-12,63.2,638,670,crocosphaera -> ucyna,0.3119402985074627,0.30239234449760766
WP_009544653.1,BDA40208.1,63.9,429,155,0,1,429,1,429,1.83e-206,572.0,429,429,crocosphaera -> ucyna,1.0,1.3333333333333333
WP_009544652.1,BDA40222.1,24.2,227,156,4,1,222,8,223,9.77e-19,77.8,231,251,crocosphaera -> ucyna,0.9043824701195219,0.3427312775330396
WP_049769500.1,BDA39289.1,29.7,118,58,5,71,186,380,474,6.94e-07,44.3,211,494,crocosphaera -> ucyna,0.2388663967611336,0.3754237288135593
WP_009544646.1,BDA40099.1,59.5,422,171,0,15,436,2,423,5.38e-181,509.0,484,427,crocosphaera -> ucyna,0.871900826446281,1.2061611374407584
WP_009544645.1,BDA40239.1,76.7,390,91,0,1,390,1,390,1.33e-226,619.0,390,390,crocosphaera -> ucyna,1.0,1.587179487179487
WP_009544644.1,BDA39557.1,83.1,261,44,0,1,261,1,261,1.0200000000000001e-154,427.0,261,261,crocosphaera -> ucyna,1.0,1.6360153256704981
WP_009544643.1,BDA39558.1,66.6,416,139,0,1,416,1,416,2.45e-169,478.0,455,416,crocosphaera -> ucyna,0.9142857142857143,1.1490384615384615
WP_009544642.1,BDA40145.1,39.5,478,280,3,555,1028,100,572,1.27e-93,305.0,1031,580,crocosphaera -> ucyna,0.463627546071775,0.6380753138075314
WP_009544630.1,BDA39726.1,66.0,315,107,0,21,335,1,315,4.43e-160,446.0,335,315,crocosphaera -> ucyna,0.9402985074626866,1.415873015873016
WP_009544628.1,BDA39725.1,65.0,283,99,0,1,283,2,284,3.53e-136,382.0,283,284,crocosphaera -> ucyna,0.9964788732394366,1.3498233215547704
WP_009544625.1,BDA39724.1,66.7,490,161,1,1,490,1,488,1.19e-243,671.0,490,494,crocosphaera -> ucyna,0.9919028340080972,1.3693877551020408
WP_009544621.1,BDA39684.1,75.9,377,91,0,1,377,1,377,1.23e-214,588.0,379,379,crocosphaera -> ucyna,0.9947229551451188,1.5596816976127321
WP_009544620.1,BDA39598.1,57.4,469,192,3,1,465,1,465,3.53e-156,447.0,465,465,crocosphaera -> ucyna,1.0086021505376344,0.9530916844349681
WP_009544618.1,BDA39599.1,69.8,388,117,0,3,390,3,390,3.1299999999999997e-204,563.0,390,390,crocosphaera -> ucyna,0.9948717948717949,1.4510309278350515
WP_009544615.1,BDA39279.1,83.8,154,25,0,9,162,5,158,5.15e-94,265.0,162,158,crocosphaera -> ucyna,0.9506172839506173,1.7207792207792207
WP_009544614.1,BDA39189.1,50.0,450,225,0,13,462,7,456,1.97e-147,424.0,462,456,crocosphaera -> ucyna,0.974025974025974,0.9422222222222222
WP_009544611.1,BDA39280.1,74.7,83,21,0,2,84,4,86,2.4400000000000002e-43,131.0,84,86,crocosphaera -> ucyna,0.9651162790697675,1.5783132530120483
WP_009544608.1,BDA39281.1,71.8,348,96,1,1,348,1,346,6.46e-187,515.0,348,346,crocosphaera -> ucyna,1.0,1.4798850574712643
WP_009544603.1,BDA39387.1,36.6,41,26,0,1,41,1,41,0.000284,35.0,153,240,crocosphaera -> ucyna,0.17083333333333334,0.8536585365853658
WP_009544599.1,BDA39971.1,48.5,260,128,3,18,275,12,267,5.4e-93,271.0,277,274,crocosphaera -> ucyna,0.9386281588447654,1.0423076923076924
WP_009544597.1,BDA39282.1,66.8,217,72,0,1,217,1,217,2.33e-104,296.0,218,217,crocosphaera -> ucyna,0.9954128440366973,1.3640552995391706
WP_009544595.1,BDA39283.1,57.3,316,135,0,2,317,1,316,7.38e-133,376.0,324,318,crocosphaera -> ucyna,0.9753086419753086,1.1898734177215189
WP_009544592.1,BDA39652.1,32.6,181,99,4,30,202,24,189,1.97e-15,67.0,204,189,crocosphaera -> ucyna,0.8872549019607843,0.3701657458563536
WP_009544590.1,BDA39328.1,62.0,179,68,0,1,179,1,179,1.88e-75,219.0,179,179,crocosphaera -> ucyna,1.0,1.223463687150838
WP_009544589.1,BDA39327.1,76.2,168,40,0,1,168,1,168,7.17e-89,253.0,169,168,crocosphaera -> ucyna,0.9940828402366864,1.505952380952381
WP_009544587.1,BDA39326.1,71.2,104,29,1,1,103,1,104,5.5199999999999996e-52,156.0,119,146,crocosphaera -> ucyna,0.7123287671232876,1.5
WP_009544586.1,BDA40143.1,73.6,337,89,0,1,337,1,337,1.4700000000000002e-185,511.0,343,341,crocosphaera -> ucyna,0.9825072886297376,1.5163204747774481
WP_009544583.1,BDA39666.1,70.1,308,92,0,3,310,4,311,1.5100000000000002e-167,464.0,328,312,crocosphaera -> ucyna,0.9390243902439024,1.5064935064935066
WP_009544577.1,BDA40024.1,38.0,50,31,0,8,57,13,62,1e-09,44.7,57,70,crocosphaera -> ucyna,0.7142857142857143,0.894
WP_009544576.1,BDA39899.1,87.0,632,76,1,1,632,1,626,0.0,1033.0,659,647,crocosphaera -> ucyna,0.9590288315629742,1.634493670886076
WP_009544573.1,BDA39516.1,63.7,124,45,0,55,178,2,125,5.47e-59,176.0,180,127,crocosphaera -> ucyna,0.6888888888888889,1.4193548387096775
WP_009544571.1,BDA39515.1,48.8,41,21,0,230,270,176,216,1.24e-11,58.2,270,216,crocosphaera -> ucyna,0.15185185185185185,1.4195121951219514
WP_009544566.1,BDA40222.1,34.4,221,142,2,6,225,11,229,1.58e-34,120.0,271,251,crocosphaera -> ucyna,0.8154981549815498,0.5429864253393665
WP_009544565.1,BDA39627.1,59.9,439,145,4,1,433,1,414,2.51e-170,479.0,433,414,crocosphaera -> ucyna,1.0138568129330254,1.0911161731207288
WP_009544561.1,BDA39729.1,39.6,106,64,0,2,107,1,106,6.3e-19,71.2,111,107,crocosphaera -> ucyna,0.954954954954955,0.6716981132075472
